V1	V2	V3	V4	V5	V6	V7	V8	V9	V10	V11	V12	V13
263947	RR00840029	hsa-let-7e-5p	miRNA	Homo sapiens	LEPROTL1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23484	0.6101	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
263951	RR00841269	hsa-let-7e-5p	miRNA	Homo sapiens	LGR4	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:55366	0.6427	N/A	CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
263967	RR00844365	hsa-let-7e-5p	miRNA	Homo sapiens	LIN28B	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:389421	0.6563	IHC//RT-PCR//FISH	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264067	RR00858606	hsa-let-7e-5p	miRNA	Homo sapiens	LPGAT1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:9926	0.608	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264076	RR00860331	hsa-let-7e-5p	miRNA	Homo sapiens	LRIG2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:9860	0.6202	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264077	RR00860391	hsa-let-7e-5p	miRNA	Homo sapiens	LRIG3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:121227	0.678	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264164	RR00892700	hsa-let-7e-5p	miRNA	Homo sapiens	MAP3K1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4214	0.6295	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264182	RR00896669	hsa-let-7e-5p	miRNA	Homo sapiens	MAPK6	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5597	0.688	N/A	CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264194	RR00898887	hsa-let-7e-5p	miRNA	Homo sapiens	MARCH7	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:64844	0.6301	N/A	CLIP-seq	miRanda//Bayesian target prediction algorithm
264200	RR00900007	hsa-let-7e-5p	miRNA	Homo sapiens	MARS	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4141	0.6232	N/A	CLIP-seq	miRanda
264236	RR00907853	hsa-let-7e-5p	miRNA	Homo sapiens	MDM2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4193	0.6746	N/A	PAR-CLIP	Bayesian target prediction algorithm
264237	RR00908040	hsa-let-7e-5p	miRNA	Homo sapiens	MDM4	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4194	0.6864	N/A	CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264282	RR00918012	hsa-let-7e-5p	miRNA	Homo sapiens	MFSD5	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:84975	0.6017	N/A	PAR-CLIP	N/A
264286	RR00918862	hsa-let-7e-5p	miRNA	Homo sapiens	MGAT4A	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:11320	0.6281	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264299	RR00921030	hsa-let-7e-5p	miRNA	Homo sapiens	MIDN	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:90007	0.6584	N/A	CLIP-seq	miRanda
264323	RR00927204	hsa-let-7e-5p	miRNA	Homo sapiens	MLLT10	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8028	0.6914	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264406	RR00943649	hsa-let-7e-5p	miRNA	Homo sapiens	MTF2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:22823	0.6588	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//Bayesian target prediction algorithm
264423	RR00947683	hsa-let-7e-5p	miRNA	Homo sapiens	MTUS1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:57509	0.6029	N/A	HITS-CLIP//PARE//CLIP-seq//CLASH//PAR-CLIP	miRanda//MirTarget
264445	RR00951482	hsa-let-7e-5p	miRNA	Homo sapiens	MYCN	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4613	0.6222	FISH//Western blot//RT-PCR//Reporter assay//IHC//qRT-PCR//Luciferase reporter assay	HITS-CLIP//Microarray//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264476	RR00976782	hsa-let-7e-5p	miRNA	Homo sapiens	NAA20	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:51126	0.6377	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Bayesian target prediction algorithm
264478	RR00976959	hsa-let-7e-5p	miRNA	Homo sapiens	NAA30	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:122830	0.6359	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264491	RR00979614	hsa-let-7e-5p	miRNA	Homo sapiens	NAP1L1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4673	0.7169	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264508	RR00982941	hsa-let-7e-5p	miRNA	Homo sapiens	NCAPD2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:9918	0.6747	N/A	PAR-CLIP	N/A
264520	RR00985181	hsa-let-7e-5p	miRNA	Homo sapiens	NCOA3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8202	0.608	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//Bayesian target prediction algorithm
264529	RR00987067	hsa-let-7e-5p	miRNA	Homo sapiens	NDC1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:55706	0.6521	N/A	HITS-CLIP//PAR-CLIP	N/A
264564	RR00996387	hsa-let-7e-5p	miRNA	Homo sapiens	NFAT5	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10725	0.671	N/A	PAR-CLIP	miRanda//Bayesian target prediction algorithm
264574	RR01000094	hsa-let-7e-5p	miRNA	Homo sapiens	NHLRC3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:387921	0.6615	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264592	RR01004168	hsa-let-7e-5p	miRNA	Homo sapiens	NLK	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:51701	0.6336	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//Bayesian target prediction algorithm
264598	RR01005239	hsa-let-7e-5p	miRNA	Homo sapiens	NME6	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10201	0.6525	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264602	RR01006159	hsa-let-7e-5p	miRNA	Homo sapiens	NNT	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23530	0.6168	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
264638	RR01016672	hsa-let-7e-5p	miRNA	Homo sapiens	NR4A1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:3164	0.6294	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda
264642	RR01017469	hsa-let-7e-5p	miRNA	Homo sapiens	NRAS	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:4893	0.7061	qPCR//Dual luciferase reporter assay//RIP//Western blot	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264684	RR01029129	hsa-let-7e-5p	miRNA	Homo sapiens	NUP58	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:9818	0.67	N/A	HITS-CLIP//CLASH//PAR-CLIP	N/A
264792	RR01063610	hsa-let-7e-5p	miRNA	Homo sapiens	PAQR3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:152559	0.6049	N/A	HITS-CLIP//PAR-CLIP	Bayesian target prediction algorithm
264812	RR01066269	hsa-let-7e-5p	miRNA	Homo sapiens	PATL1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:219988	0.6028	N/A	CLIP-seq	miRanda//Bayesian target prediction algorithm
264819	RR01068297	hsa-let-7e-5p	miRNA	Homo sapiens	PBX2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5089	0.6301	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264832	RR01073888	hsa-let-7e-5p	miRNA	Homo sapiens	PCGF3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10336	0.7221	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264836	RR01074944	hsa-let-7e-5p	miRNA	Homo sapiens	PCNA	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5111	0.6478	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
264841	RR01076097	hsa-let-7e-5p	miRNA	Homo sapiens	PCTP	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:58488	0.6113	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda
264850	RR01077766	hsa-let-7e-5p	miRNA	Homo sapiens	PDE12	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:201626	0.6178	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
264864	RR01082088	hsa-let-7e-5p	miRNA	Homo sapiens	PDPR	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:55066	0.6041	N/A	CLIP-seq	miRanda//MirTarget//Bayesian target prediction algorithm
264872	RR01084468	hsa-let-7e-5p	miRNA	Homo sapiens	PEG10	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23089	0.6584	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
264890	RR01088923	hsa-let-7e-5p	miRNA	Homo sapiens	PGM2L1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:283209	0.6219	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
264963	RR01104710	hsa-let-7e-5p	miRNA	Homo sapiens	PLAGL2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5326	0.6518	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265012	RR01113275	hsa-let-7e-5p	miRNA	Homo sapiens	PMAIP1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5366	0.6524	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//Bayesian target prediction algorithm
265036	RR01118638	hsa-let-7e-5p	miRNA	Homo sapiens	POLR2D	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5433	0.6001	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
265079	RR01127993	hsa-let-7e-5p	miRNA	Homo sapiens	PPP1R15B	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:84919	0.6443	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265093	RR01131311	hsa-let-7e-5p	miRNA	Homo sapiens	PPP4C	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5531	0.6313	N/A	HITS-CLIP//CLIP-seq	miRanda//Bayesian target prediction algorithm
265101	RR01133655	hsa-let-7e-5p	miRNA	Homo sapiens	PRDM1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:639	0.6299	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
265103	RR01134360	hsa-let-7e-5p	miRNA	Homo sapiens	PRDM2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:7799	0.6136	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265104	RR01134525	hsa-let-7e-5p	miRNA	Homo sapiens	PRDM4	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:11108	0.6368	N/A	N/A	Bayesian target prediction algorithm
265129	RR01140679	hsa-let-7e-5p	miRNA	Homo sapiens	PRPF31	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:26121	0.6074	N/A	HITS-CLIP//PAR-CLIP	N/A
265143	RR01143492	hsa-let-7e-5p	miRNA	Homo sapiens	PRRC2C	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23215	0.6516	N/A	HITS-CLIP//PAR-CLIP	N/A
265148	RR01144940	hsa-let-7e-5p	miRNA	Homo sapiens	PRTG	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:283659	0.6226	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265158	RR01147844	hsa-let-7e-5p	miRNA	Homo sapiens	PSMB2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5690	0.6481	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda
265163	RR01149168	hsa-let-7e-5p	miRNA	Homo sapiens	PSME4	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23198	0.6159	N/A	HITS-CLIP//CLASH//PAR-CLIP	Bayesian target prediction algorithm
265247	RR01188022	hsa-let-7e-5p	miRNA	Homo sapiens	RAB8B	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:51762	0.657	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265269	RR01193137	hsa-let-7e-5p	miRNA	Homo sapiens	RALGAPB	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:57148	0.6062	N/A	HITS-CLIP//PAR-CLIP	Cupid//Bayesian target prediction algorithm
265303	RR01199936	hsa-let-7e-5p	miRNA	Homo sapiens	RB1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5925	0.6645	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
265304	RR01200073	hsa-let-7e-5p	miRNA	Homo sapiens	RB1CC1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:9821	0.6573	N/A	PARE	Bayesian target prediction algorithm
265313	RR01201941	hsa-let-7e-5p	miRNA	Homo sapiens	RBM12B	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:389677	0.6709	N/A	HITS-CLIP//CLIP-seq//CLASH//PAR-CLIP//eCLIP	miRanda
265327	RR01204676	hsa-let-7e-5p	miRNA	Homo sapiens	RBMS1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5937	0.6048	N/A	HITS-CLIP//GMUCT//CLIP-seq	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265328	RR01204947	hsa-let-7e-5p	miRNA	Homo sapiens	RBMS2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5939	0.6214	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
265367	RR01211392	hsa-let-7e-5p	miRNA	Homo sapiens	REV3L	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:5980	0.6875	N/A	HITS-CLIP//PAR-CLIP	Bayesian target prediction algorithm
265386	RR01214896	hsa-let-7e-5p	miRNA	Homo sapiens	RGS16	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6004	0.6631	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265398	RR01217073	hsa-let-7e-5p	miRNA	Homo sapiens	RHOBTB3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:22836	0.6493	N/A	HITS-CLIP//PAR-CLIP	Bayesian target prediction algorithm
265404	RR00800262	hsa-let-7e-5p	miRNA	Homo sapiens	RIC1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:57589	0.6427	N/A	PAR-CLIP	Bayesian target prediction algorithm
265426	RR01224579	hsa-let-7e-5p	miRNA	Homo sapiens	RNF111	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:54778	0.696	N/A	PAR-CLIP	Bayesian target prediction algorithm
265447	RR01229648	hsa-let-7e-5p	miRNA	Homo sapiens	RNF44	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:22838	0.6984	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget//Bayesian target prediction algorithm
265506	RR01245303	hsa-let-7e-5p	miRNA	Homo sapiens	RRM2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6241	0.6536	N/A	CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265538	RR01266328	hsa-let-7e-5p	miRNA	Homo sapiens	S100PBP	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:64766	0.6059	N/A	CLIP-seq	miRanda//Bayesian target prediction algorithm
265561	RR01272567	hsa-let-7e-5p	miRNA	Homo sapiens	SCAMP3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10067	0.6141	N/A	HITS-CLIP//PAR-CLIP	N/A
265588	RR01277928	hsa-let-7e-5p	miRNA	Homo sapiens	SDE2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:163859	0.6197	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	N/A
265594	RR01279069	hsa-let-7e-5p	miRNA	Homo sapiens	SEC14L1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6397	0.6216	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265618	RR01282846	hsa-let-7e-5p	miRNA	Homo sapiens	SEMA4C	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:54910	0.6633	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265625	RR01284544	hsa-let-7e-5p	miRNA	Homo sapiens	SENP5	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:205564	0.639	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
265643	RR01288742	hsa-let-7e-5p	miRNA	Homo sapiens	SESN2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:83667	0.6708	N/A	HITS-CLIP//CLASH//eCLIP//PAR-CLIP	N/A
265669	RR01294580	hsa-let-7e-5p	miRNA	Homo sapiens	SH2B3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10019	0.614	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
265712	RR01304022	hsa-let-7e-5p	miRNA	Homo sapiens	SKIL	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6498	0.6185	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget
265719	RR01305112	hsa-let-7e-5p	miRNA	Homo sapiens	SLC10A7	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:84068	0.6399	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265745	RR01308793	hsa-let-7e-5p	miRNA	Homo sapiens	SLC20A1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6574	0.6537	N/A	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265759	RR01312080	hsa-let-7e-5p	miRNA	Homo sapiens	SLC25A32	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:81034	0.6012	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
265768	RR01314437	hsa-let-7e-5p	miRNA	Homo sapiens	SLC29A1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:2030	0.6226	N/A	HITS-CLIP//PAR-CLIP	N/A
265777	RR01316187	hsa-let-7e-5p	miRNA	Homo sapiens	SLC30A7	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:148867	0.631	N/A	HITS-CLIP//PAR-CLIP	N/A
265826	RR01323759	hsa-let-7e-5p	miRNA	Homo sapiens	SLC5A6	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8884	0.6509	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265862	RR01330846	hsa-let-7e-5p	miRNA	Homo sapiens	SMAP1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:60682	0.6035	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget
265867	RR01331438	hsa-let-7e-5p	miRNA	Homo sapiens	SMARCAD1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:56916	0.6639	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
265870	RR01331637	hsa-let-7e-5p	miRNA	Homo sapiens	SMARCC1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6599	0.6978	N/A	HITS-CLIP//ChIP-seq//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265872	RR01331865	hsa-let-7e-5p	miRNA	Homo sapiens	SMARCD1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6602	0.6006	N/A	HITS-CLIP//PAR-CLIP	N/A
265874	RR01332166	hsa-let-7e-5p	miRNA	Homo sapiens	SMC1A	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8243	0.6177	Luciferase reporter assay//Reporter assay	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
265878	RR01332871	hsa-let-7e-5p	miRNA	Homo sapiens	SMCR8	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:140775	0.663	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//MirTarget
265893	RR01336090	hsa-let-7e-5p	miRNA	Homo sapiens	SNAP23	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8773	0.6263	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
265903	RR01339733	hsa-let-7e-5p	miRNA	Homo sapiens	SNRNP200	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:23020	0.6241	N/A	eCLIP//PAR-CLIP	miRanda
265926	RR01343683	hsa-let-7e-5p	miRNA	Homo sapiens	SOCS1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8651	0.6888	RT-PCR//Reporter assay	N/A	MirTarget
265964	RR01351755	hsa-let-7e-5p	miRNA	Homo sapiens	SPCS3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:60559	0.6476	N/A	HITS-CLIP//CLASH//CLIP-seq//PAR-CLIP	N/A
266043	RR01368156	hsa-let-7e-5p	miRNA	Homo sapiens	STARD3NL	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:83930	0.6082	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget
266049	RR01369160	hsa-let-7e-5p	miRNA	Homo sapiens	STAU1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6780	0.6008	N/A	HITS-CLIP//PAR-CLIP	N/A
266080	RR01375519	hsa-let-7e-5p	miRNA	Homo sapiens	STX3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6809	0.6004	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
266100	RR01379288	hsa-let-7e-5p	miRNA	Homo sapiens	SURF4	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:6836	0.627	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	MirTarget//Bayesian target prediction algorithm
266115	RR01381824	hsa-let-7e-5p	miRNA	Homo sapiens	SYNCRIP	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10492	0.6074	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
266139	RR01385550	hsa-let-7e-5p	miRNA	Homo sapiens	SYVN1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:84447	0.6467	N/A	PARE//PAR-CLIP	Bayesian target prediction algorithm
266148	RR01419245	hsa-let-7e-5p	miRNA	Homo sapiens	TAF5L	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:27097	0.6606	N/A	PAR-CLIP	Bayesian target prediction algorithm
266193	RR01429885	hsa-let-7e-5p	miRNA	Homo sapiens	TCONS_l2_00025633	circRNA	Homo sapiens	miRBase:MIMAT0000066	N/A	0.6125	N/A	HITS-CLIP//eCLIP//PAR-CLIP	N/A
266216	RR01434259	hsa-let-7e-5p	miRNA	Homo sapiens	TET3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:200424	0.6801	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
266230	RR01438167	hsa-let-7e-5p	miRNA	Homo sapiens	TGFBR3	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:7049	0.6728	Western blot//RT-PCR//Reporter assay//qRT-PCR//Luciferase reporter assay	CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
266233	RR01438881	hsa-let-7e-5p	miRNA	Homo sapiens	TGOLN2	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:10618	0.6095	N/A	HITS-CLIP//PAR-CLIP	miRanda
266238	RR01439820	hsa-let-7e-5p	miRNA	Homo sapiens	THBS1	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:7057	0.6476	N/A	HITS-CLIP//CLIP-seq//PAR-CLIP	Cupid//miRanda//MirTarget//Bayesian target prediction algorithm
266243	RR01440631	hsa-let-7e-5p	miRNA	Homo sapiens	THOC5	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:8563	0.6509	N/A	PAR-CLIP	N/A
266279	RR01448204	hsa-let-7e-5p	miRNA	Homo sapiens	TMBIM6	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:7009	0.6466	N/A	HITS-CLIP//PAR-CLIP	N/A
266289	RR01449549	hsa-let-7e-5p	miRNA	Homo sapiens	TMED5	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:50999	0.6999	N/A	HITS-CLIP//eCLIP//CLIP-seq//PAR-CLIP	miRanda//MirTarget//Bayesian target prediction algorithm
266336	RR01458459	hsa-let-7e-5p	miRNA	Homo sapiens	TMEM267	mRNA	Homo sapiens	miRBase:MIMAT0000066	NCBI:64417	0.6056	N/A	HITS-CLIP//PAR-CLIP	N/A
